calendarDate,vo2MaxValue,maxMet
2024-07-29,55.0,15.851547241210938
2024-07-30,55.0,15.83612060546875
2024-07-31,55.0,15.851547241210938
2024-08-01,56.0,15.930145263671875
2024-08-02,56.0,15.930145263671875
2024-08-03,56.0,15.930145263671875
2024-08-04,56.0,15.930145263671875
2024-08-05,56.0,15.930145263671875
2024-08-06,55.0,15.790542602539062
2024-08-07,55.0,15.699111938476562
2024-08-08,55.0,15.699111938476562
2024-08-09,55.0,15.699111938476562
2024-08-10,55.0,15.699111938476562
2024-08-11,55.0,15.699111938476562
2024-08-12,55.0,15.699111938476562
2024-08-13,55.0,15.727127075195312
2024-08-14,55.0,15.775863647460938
2024-08-15,55.0,15.818099975585938
2024-08-16,55.0,15.818099975585938
2024-08-17,55.0,15.814117431640625
2024-08-18,55.0,15.814117431640625
2024-08-19,55.0,15.814117431640625
2024-08-20,55.0,15.7808837890625
2024-08-21,56.0,15.894638061523438
2024-08-22,55.0,15.765899658203125
2024-08-23,55.0,15.765899658203125
2024-08-24,55.0,15.746627807617188
2024-08-25,55.0,15.746627807617188
2024-08-26,55.0,15.746627807617188
2024-08-27,55.0,15.755828857421875
2024-08-28,55.0,15.773056030273438
2024-08-29,55.0,15.766876220703125
2024-08-30,55.0,15.766876220703125
2024-08-31,55.0,15.757400512695312
2024-09-01,55.0,15.757400512695312
2024-09-02,55.0,15.757400512695312
2024-09-03,55.0,15.704330444335938
2024-09-04,55.0,15.803207397460938
2024-09-05,55.0,15.82537841796875
2024-09-06,55.0,15.82537841796875
2024-09-07,55.0,15.824249267578125
2024-09-08,55.0,15.824249267578125
2024-09-09,55.0,15.824249267578125
2024-09-10,55.0,15.856109619140625
2024-09-11,56.0,15.889251708984375
2024-09-12,55.0,15.83099365234375
2024-09-13,55.0,15.83099365234375
2024-09-14,55.0,15.811294555664062
2024-09-15,55.0,15.811294555664062
2024-09-16,55.0,15.811294555664062
2024-09-17,55.0,15.761077880859375
2024-09-18,55.0,15.810836791992188
2024-09-19,56.0,15.897354125976562
2024-09-20,56.0,15.897354125976562
2024-09-21,56.0,15.866912841796875
2024-09-22,56.0,15.866912841796875
2024-09-23,56.0,15.87103271484375
2024-09-24,56.0,15.880462646484375
2024-09-25,56.0,15.897705078125
2024-09-26,56.0,15.897705078125
2024-09-27,55.0,15.794891357421875
2024-09-28,55.0,15.794891357421875
2024-09-29,55.0,15.794891357421875
2024-09-30,55.0,15.794891357421875
2024-10-01,55.0,15.794891357421875
2024-10-02,55.0,15.802520751953125
2024-10-03,55.0,15.85589599609375
2024-10-04,55.0,15.85589599609375
2024-10-05,56.0,15.86981201171875
2024-10-06,56.0,15.86981201171875
2024-10-07,56.0,15.86981201171875
2024-10-08,55.0,15.834152221679688
2024-10-09,56.0,15.878219604492188
2024-10-10,55.0,15.823944091796875
2024-10-11,55.0,15.823944091796875
2024-10-12,55.0,15.823944091796875
2024-10-13,55.0,15.8424072265625
2024-10-14,55.0,15.8424072265625
2024-10-15,56.0,15.910797119140625
2024-10-16,56.0,15.915390014648438
2024-10-17,56.0,15.9287109375
2024-10-18,56.0,15.9287109375
2024-10-19,56.0,15.95001220703125
2024-10-20,56.0,15.95001220703125
2024-10-21,56.0,15.899551391601562
2024-10-22,56.0,15.92779541015625
2024-10-23,56.0,15.92779541015625
2024-10-24,56.0,15.92779541015625
2024-10-25,56.0,15.92779541015625
2024-10-26,56.0,15.92779541015625
2024-10-27,56.0,15.869873046875
2024-10-28,56.0,15.869873046875
2024-10-29,55.0,15.842422485351562
2024-10-30,55.0,15.840408325195312
2024-10-31,55.0,15.8211669921875
2024-11-01,55.0,15.8211669921875
2024-11-02,55.0,15.821685791015625
2024-11-03,55.0,15.821685791015625
2024-11-04,55.0,15.821685791015625
2024-11-05,55.0,15.718856811523438
2024-11-06,55.0,15.718856811523438
2024-11-07,55.0,15.673934936523438
2024-11-08,55.0,15.673934936523438
2024-11-09,55.0,15.676910400390625
2024-11-10,55.0,15.676910400390625
2024-11-11,55.0,15.676910400390625
2024-11-12,55.0,15.68426513671875
2024-11-13,55.0,15.73077392578125
2024-11-14,55.0,15.73077392578125
2024-11-15,55.0,15.73077392578125
2024-11-16,55.0,15.73077392578125
2024-11-17,55.0,15.73077392578125
2024-11-18,55.0,15.73077392578125
2024-11-19,55.0,15.606842041015625
2024-11-20,55.0,15.594512939453125
2024-11-21,55.0,15.594512939453125
2024-11-22,55.0,15.594512939453125
2024-11-23,55.0,15.594512939453125
2024-11-24,55.0,15.594512939453125
2024-11-25,55.0,15.594512939453125
2024-11-26,55.0,15.594512939453125
2024-11-27,55.0,15.594512939453125
2024-11-28,55.0,15.594512939453125
2024-11-29,55.0,15.594512939453125
2024-11-30,55.0,15.594512939453125
2024-12-01,55.0,15.594512939453125
2024-12-02,55.0,15.594512939453125
2024-12-03,55.0,15.594512939453125
2024-12-04,55.0,15.594512939453125
2024-12-05,55.0,15.594512939453125
2024-12-06,55.0,15.594512939453125
2024-12-07,54.0,15.509170532226562
2024-12-08,54.0,15.509170532226562
2024-12-09,54.0,15.547317504882812
2024-12-10,55.0,15.594985961914062
2024-12-11,55.0,15.603500366210938
2024-12-12,55.0,15.603500366210938
2024-12-13,54.0,15.570602416992188
2024-12-14,55.0,15.61175537109375
